Lewis HAMILTON, 1, 94.361
Lewis HAMILTON, 2, 91.420
Lewis HAMILTON, 3, 91.716
Lewis HAMILTON, 4, 91.988
Lewis HAMILTON, 5, 91.677
Lewis HAMILTON, 6, 91.746
Lewis HAMILTON, 7, 91.675
Lewis HAMILTON, 8, 91.760
Lewis HAMILTON, 9, 91.564
Lewis HAMILTON, 10, 91.515
Lewis HAMILTON, 11, 91.487
Lewis HAMILTON, 12, 91.563
Lewis HAMILTON, 13, 91.881
Lewis HAMILTON, 14, 91.609
Lewis HAMILTON, 15, 91.563
Lewis HAMILTON, 16, 91.931
Lewis HAMILTON, 17, 93.721
Lewis HAMILTON, 18, 95.071
Lewis HAMILTON, 19, 103.711
Lewis HAMILTON, 20, 100.021
Lewis HAMILTON, 21, 92.156
Lewis HAMILTON, 22, 91.095
Lewis HAMILTON, 23, 91.107
Lewis HAMILTON, 24, 91.635
Lewis HAMILTON, 25, 94.988
Lewis HAMILTON, 26, 100.792
Lewis HAMILTON, 27, 105.183
Lewis HAMILTON, 28, 120.866
Lewis HAMILTON, 29, 100.420
Lewis HAMILTON, 30, 100.467
Lewis HAMILTON, 31, 101.538
Lewis HAMILTON, 32, 102.475
Lewis HAMILTON, 33, 102.435
Lewis HAMILTON, 34, 102.757
Lewis HAMILTON, 35, 102.271
Lewis HAMILTON, 36, 101.924
Lewis HAMILTON, 37, 99.711
Lewis HAMILTON, 38, 97.220
Lewis HAMILTON, 39, 117.389
Lewis HAMILTON, 40, 90.318
Lewis HAMILTON, 41, 90.118
Lewis HAMILTON, 42, 89.617
Lewis HAMILTON, 43, 89.793
Lewis HAMILTON, 44, 89.697
Lewis HAMILTON, 45, 89.438
Lewis HAMILTON, 46, 89.641
Lewis HAMILTON, 47, 89.538
Lewis HAMILTON, 48, 89.579
Lewis HAMILTON, 49, 89.667
Lewis HAMILTON, 50, 89.682
Lewis HAMILTON, 51, 89.743
Lewis HAMILTON, 52, 90.146